代码,简称,时间,开盘价(元),最高价(元),收盘价(元),最低价(元),成交量(万股),成交金额(万元),换手率(%),PE市盈率(TTM)
000001.SH,上证指数,1999/10/25,"1,499.14","1,499.39","1,468.27","1,465.14","51,678.58","291,273.29",1.0381,52.2294
000001.SH,上证指数,1999/10/26,"1,467.52","1,496.45","1,482.67","1,467.51","75,555.08","339,524.68",1.5175,52.6996
000001.SH,上证指数,1999/10/27,"1,509.64","1,537.30","1,536.82","1,504.99","161,468.85","696,963.10",3.2416,54.6745
000001.SH,上证指数,1999/10/28,"1,541.29","1,542.05","1,514.53","1,507.79","132,847.94","526,809.98",2.6665,53.9354
000001.SH,上证指数,1999/10/29,"1,515.18","1,520.47","1,504.56","1,494.71","85,059.25","432,572.30",1.7073,53.5961
000001.SH,上证指数,1999/11/1,"1,501.74","1,506.99","1,493.10","1,488.23","61,914.94","318,578.63",1.2418,53.1645
000001.SH,上证指数,1999/11/2,"1,491.76","1,499.87","1,487.47","1,481.57","44,503.11","289,594.86",0.8916,52.9228
000001.SH,上证指数,1999/11/3,"1,488.37","1,492.31","1,475.68","1,472.73","48,456.59","277,796.35",0.9698,52.4828
000001.SH,上证指数,1999/11/4,"1,474.14","1,474.14","1,464.83","1,457.14","59,069.51","307,513.10",1.1821,52.1334
000001.SH,上证指数,1999/11/5,"1,464.60","1,478.83","1,465.23","1,460.68","56,000.26","291,887.42",1.1199,52.1635
000001.SH,上证指数,1999/11/8,"1,464.49","1,477.14","1,471.38","1,458.65","47,878.62","247,539.00",0.9566,52.3577
000001.SH,上证指数,1999/11/9,"1,474.00","1,479.83","1,464.03","1,461.48","44,065.00","243,684.99",0.8804,52.1005
000001.SH,上证指数,1999/11/10,"1,463.69","1,463.73","1,450.15","1,436.74","67,912.17","786,007.46",1.3482,51.5611
000001.SH,上证指数,1999/11/11,"1,449.62","1,459.45","1,443.91","1,440.98","46,783.49","335,262.68",0.9288,51.3506
000001.SH,上证指数,1999/11/12,"1,446.26","1,452.93","1,450.33","1,444.13","34,081.36","261,271.61",0.6766,51.5691
000001.SH,上证指数,1999/11/15,"1,451.55","1,454.09","1,451.54","1,436.68","80,891.14","314,811.86",1.6059,51.6077
000001.SH,上证指数,1999/11/16,"1,463.34","1,469.60","1,431.32","1,428.75","83,215.70","485,407.68",1.6507,51.0629
000001.SH,上证指数,1999/11/17,"1,429.71","1,462.85","1,462.79","1,427.36","65,260.69","376,392.11",1.2945,52.2501
000001.SH,上证指数,1999/11/18,"1,466.49","1,498.08","1,482.45","1,454.47","101,482.04","675,396.89",2.0109,52.9977
000001.SH,上证指数,1999/11/19,"1,485.05","1,489.90","1,468.47","1,466.35","57,054.93","406,918.29",1.1305,52.5198
000001.SH,上证指数,1999/11/22,"1,468.22","1,468.94","1,464.59","1,457.61","61,537.54","351,420.00",1.2187,52.4834
000001.SH,上证指数,1999/11/23,"1,464.93","1,471.91","1,466.43","1,461.38","41,880.14","285,623.96",0.8294,52.5125
000001.SH,上证指数,1999/11/24,"1,466.09","1,467.84","1,454.58","1,451.03","42,071.09","253,716.42",0.833,52.0459
000001.SH,上证指数,1999/11/25,"1,451.88","1,451.89","1,444.24","1,439.94","41,235.04","263,026.61",0.8138,51.7768
000001.SH,上证指数,1999/11/26,"1,443.44","1,449.03","1,444.51","1,441.52","71,005.01","275,746.19",1.4013,51.7753
000001.SH,上证指数,1999/11/29,"1,444.01","1,444.59","1,435.47","1,432.96","52,467.18","278,593.32",1.034,51.4791
000001.SH,上证指数,1999/11/30,"1,433.90","1,439.61","1,434.97","1,429.55","49,103.36","243,414.05",0.9677,51.4381
000001.SH,上证指数,1999/12/1,"1,434.98","1,447.68","1,447.12","1,432.95","49,756.02","287,879.37",0.9801,51.8599
000001.SH,上证指数,1999/12/2,"1,446.69","1,447.81","1,435.84","1,433.54","53,356.04","329,184.06",1.0506,51.4861
000001.SH,上证指数,1999/12/3,"1,436.02","1,440.54","1,437.23","1,430.66","45,173.20","306,689.15",0.8895,51.5735
000001.SH,上证指数,1999/12/6,"1,436.80","1,437.18","1,427.00","1,422.73","51,037.26","315,674.85",1.0043,51.2738
000001.SH,上证指数,1999/12/7,"1,426.69","1,438.04","1,428.26","1,424.76","46,625.50","297,888.21",0.9171,51.2956
000001.SH,上证指数,1999/12/8,"1,428.77","1,430.98","1,424.85","1,422.05","46,968.19","329,064.34",0.9238,51.1741
000001.SH,上证指数,1999/12/9,"1,424.91","1,424.91","1,416.73","1,413.63","45,928.00","285,035.08",0.9028,50.8632
000001.SH,上证指数,1999/12/10,"1,416.37","1,429.01","1,428.94","1,413.45","47,852.71","351,931.71",0.9402,51.2002
000001.SH,上证指数,1999/12/13,"1,429.19","1,430.41","1,417.11","1,415.29","50,422.19","375,880.83",0.9903,50.7809
000001.SH,上证指数,1999/12/14,"1,415.71","1,422.36","1,422.26","1,411.07","45,511.99","306,118.45",0.8926,51.0172
000001.SH,上证指数,1999/12/15,"1,423.76","1,461.90","1,451.06","1,423.74","109,372.90","674,184.52",2.1446,52.0415
000001.SH,上证指数,1999/12/16,"1,451.73","1,451.94","1,434.87","1,432.83","60,627.50","414,361.55",1.1866,51.4505
000001.SH,上证指数,1999/12/17,"1,434.63","1,438.23","1,419.55","1,416.74","51,229.82","379,989.11",1.0027,51.0142
000001.SH,上证指数,1999/12/21,"1,416.50","1,416.50","1,395.50","1,388.06","56,605.80","315,057.48",1.1079,49.652
000001.SH,上证指数,1999/12/22,"1,393.83","1,397.17","1,387.51","1,383.57","49,360.25","340,783.71",0.9649,49.3971
000001.SH,上证指数,1999/12/23,"1,386.79","1,387.20","1,369.46","1,364.92","51,126.44","328,822.86",0.9974,48.7419
000001.SH,上证指数,1999/12/24,"1,367.69","1,375.92","1,355.37","1,352.10","42,920.49","276,382.24",0.8373,48.2699
000001.SH,上证指数,1999/12/27,"1,353.53","1,359.08","1,345.35","1,341.05","51,208.94","322,265.84",0.9971,47.8779
000001.SH,上证指数,1999/12/28,"1,346.45","1,368.25","1,348.82","1,342.94","48,957.12","296,495.44",0.9532,48.009
000001.SH,上证指数,1999/12/29,"1,350.27","1,358.14","1,356.93","1,341.93","50,535.68","324,610.43",0.9837,48.2946
000001.SH,上证指数,1999/12/30,"1,357.82","1,366.68","1,366.58","1,357.82","40,139.71","235,995.63",0.7813,48.6774
000001.SH,上证指数,2000/1/4,"1,368.69","1,407.52","1,406.37","1,361.21","90,340.23","518,389.79",1.7585,47.2401
000001.SH,上证指数,2000/1/5,"1,407.83","1,433.78","1,409.68","1,398.32","105,799.84","813,732.61",2.0579,47.3831
000001.SH,上证指数,2000/1/6,"1,406.04","1,463.96","1,463.94","1,400.25","134,805.15","952,084.23",2.622,49.1886
000001.SH,上证指数,2000/1/7,"1,477.15","1,522.83","1,516.60","1,477.15","345,156.99","1,948,719.45",6.7135,50.9271
000001.SH,上证指数,2000/1/10,"1,531.71","1,546.72","1,545.11","1,506.40","312,535.39","1,877,911.25",6.079,51.8572
000001.SH,上证指数,2000/1/11,"1,547.68","1,547.71","1,479.78","1,468.76","219,245.54","1,577,174.92",4.2562,49.6313
000001.SH,上证指数,2000/1/12,"1,473.76","1,489.28","1,438.02","1,435.00","152,228.69","1,265,669.11",2.9506,48.2337
000001.SH,上证指数,2000/1/13,"1,437.45","1,444.07","1,424.44","1,418.81","86,129.12","746,873.28",1.6664,47.7602
000001.SH,上证指数,2000/1/14,"1,426.22","1,433.47","1,408.85","1,401.71","74,470.12","625,639.95",1.4408,47.238
000001.SH,上证指数,2000/1/17,"1,408.99","1,433.38","1,433.33","1,402.66","76,498.31","629,027.81",1.4801,48.0303
000001.SH,上证指数,2000/1/18,"1,436.89","1,443.59","1,426.62","1,421.64","77,671.28","707,243.10",1.5008,47.8091
000001.SH,上证指数,2000/1/19,"1,425.87","1,443.67","1,440.72","1,425.14","80,065.96","649,359.00",1.547,48.2525
000001.SH,上证指数,2000/1/20,"1,443.09","1,466.90","1,466.86","1,443.09","100,708.02","887,543.02",1.9442,49.1289
000001.SH,上证指数,2000/1/21,"1,471.91","1,476.46","1,465.09","1,458.93","150,509.73","1,374,347.55",2.9051,49.0353
000001.SH,上证指数,2000/1/24,"1,465.86","1,477.41","1,477.34","1,449.47","162,415.15","1,460,604.43",3.1349,49.4025
000001.SH,上证指数,2000/1/25,"1,483.03","1,490.46","1,476.51","1,467.44","136,359.87","1,299,669.87",2.6299,49.4042
000001.SH,上证指数,2000/1/26,"1,477.30","1,482.46","1,481.12","1,469.98","103,844.37","957,744.24",1.9997,49.5469
000001.SH,上证指数,2000/1/27,"1,490.45","1,506.92","1,506.77","1,485.23","189,817.86","1,599,256.45",3.6521,50.3461
000001.SH,上证指数,2000/1/28,"1,514.56","1,536.35","1,535.00","1,510.75","293,889.56","2,070,947.95",5.654,51.2804
000001.SH,上证指数,2000/2/14,"1,591.45","1,674.13","1,673.94","1,587.82","435,808.20","2,315,762.08",8.3843,55.897
000001.SH,上证指数,2000/2/15,"1,709.22","1,746.44","1,670.67","1,663.01","525,434.72","3,492,548.76",10.1021,55.7044
000001.SH,上证指数,2000/2/16,"1,674.94","1,695.88","1,693.11","1,649.70","374,355.50","3,400,900.30",7.1974,56.4447
000001.SH,上证指数,2000/2/17,"1,734.27","1,770.88","1,640.65","1,615.63","514,390.47","4,726,217.11",9.8897,54.8593
000001.SH,上证指数,2000/2/18,"1,623.96","1,668.16","1,668.09","1,583.58","267,996.51","2,584,249.00",5.1514,55.7275
000001.SH,上证指数,2000/2/21,"1,681.36","1,697.01","1,677.14","1,652.48","310,524.08","3,261,579.14",5.961,56.1105
000001.SH,上证指数,2000/2/22,"1,681.30","1,687.51","1,632.29","1,627.47","242,517.78","2,617,882.32",4.6525,54.6058
000001.SH,上证指数,2000/2/23,"1,618.01","1,630.55","1,594.93","1,586.63","191,860.60","1,857,726.30",3.6802,53.3652
000001.SH,上证指数,2000/2/24,"1,593.95","1,634.32","1,634.31","1,593.93","139,328.78","1,476,215.58",2.6707,54.6383
000001.SH,上证指数,2000/2/25,"1,639.92","1,650.37","1,631.58","1,618.18","170,580.55","1,850,467.08",3.2697,54.5282
000001.SH,上证指数,2000/2/28,"1,639.80","1,704.88","1,704.86","1,639.70","261,279.43","2,442,222.87",5.0082,56.9284
000001.SH,上证指数,2000/2/29,"1,728.14","1,733.14","1,714.58","1,678.35","286,807.57","3,219,600.79",5.4976,57.2952
000001.SH,上证指数,2000/3/1,"1,720.60","1,721.14","1,697.74","1,692.51","224,883.55","2,387,389.11",4.3007,56.6802
000001.SH,上证指数,2000/3/2,"1,697.56","1,721.60","1,713.01","1,682.54","195,934.96","2,035,263.35",3.7454,57.1997
000001.SH,上证指数,2000/3/3,"1,728.36","1,750.65","1,738.02","1,721.71","248,154.90","2,576,759.22",4.7436,58.0386
000001.SH,上证指数,2000/3/6,"1,756.31","1,762.83","1,681.09","1,678.74","265,072.15","2,661,491.21",5.067,56.1966
000001.SH,上证指数,2000/3/7,"1,661.95","1,694.89","1,694.80","1,654.44","176,856.15","1,643,937.38",3.3803,56.6367
000001.SH,上证指数,2000/3/8,"1,699.46","1,726.04","1,726.03","1,690.12","197,459.41","1,721,828.33",3.7609,57.6259
000001.SH,上证指数,2000/3/9,"1,734.77","1,741.22","1,732.35","1,714.92","178,773.78","1,860,474.31",3.3937,57.8274
000001.SH,上证指数,2000/3/10,"1,731.94","1,743.14","1,705.05","1,701.79","158,723.62","1,639,399.14",3.0131,56.928
000001.SH,上证指数,2000/3/13,"1,706.77","1,729.01","1,728.88","1,706.35","198,291.72","1,288,260.60",3.7643,57.7227
000001.SH,上证指数,2000/3/14,"1,690.65","1,700.37","1,685.35","1,636.89","228,704.30","1,866,114.54",4.3402,56.2597
000001.SH,上证指数,2000/3/15,"1,680.30","1,695.16","1,681.47","1,676.54","167,821.54","1,569,537.21",3.1844,56.1517
000001.SH,上证指数,2000/3/16,"1,671.10","1,671.18","1,607.53","1,596.07","197,917.59","1,363,741.16",3.7555,53.7403
000001.SH,上证指数,2000/3/17,"1,602.36","1,661.98","1,658.60","1,602.34","153,375.09","1,389,145.76",2.9103,55.3854
000001.SH,上证指数,2000/3/20,"1,646.31","1,699.28","1,699.25","1,641.77","181,754.34","1,721,984.32",3.4485,56.7421
000001.SH,上证指数,2000/3/21,"1,704.09","1,713.21","1,710.32","1,692.68","163,511.00","1,763,583.71",3.1006,57.1193
000001.SH,上证指数,2000/3/22,"1,713.24","1,726.59","1,720.45","1,711.16","146,584.21","1,688,630.36",2.7796,57.4365
000001.SH,上证指数,2000/3/23,"1,724.19","1,747.28","1,747.24","1,711.41","167,495.02","1,743,443.84",3.1726,58.2872
000001.SH,上证指数,2000/3/24,"1,761.44","1,770.26","1,730.50","1,729.48","220,377.19","2,260,736.66",4.1742,57.752
000001.SH,上证指数,2000/3/27,"1,736.70","1,776.02","1,775.91","1,736.70","199,273.13","2,010,307.44",3.7675,59.2926
000001.SH,上证指数,2000/3/28,"1,788.83","1,799.95","1,791.44","1,774.48","244,851.66","2,238,846.54",4.6292,59.817
000001.SH,上证指数,2000/3/29,"1,797.88","1,803.83","1,788.81","1,763.62","230,266.77","1,924,034.32",4.3535,59.7502
000001.SH,上证指数,2000/3/30,"1,793.68","1,811.06","1,810.98","1,790.85","293,059.37","1,801,162.48",5.5359,60.5255
000001.SH,上证指数,2000/3/31,"1,810.55","1,810.90","1,800.23","1,780.41","233,407.25","1,855,225.23",4.4055,60.1638
000001.SH,上证指数,2000/4/3,"1,799.58","1,816.86","1,801.00","1,798.25","188,611.12","1,792,134.92",3.5387,60.1758
000001.SH,上证指数,2000/4/4,"1,795.16","1,795.16","1,760.69","1,755.98","171,282.77","1,483,291.85",3.2113,58.7854
000001.SH,上证指数,2000/4/5,"1,756.30","1,776.72","1,771.20","1,746.30","136,045.81","1,216,423.76",2.5507,59.1574
000001.SH,上证指数,2000/4/6,"1,775.78","1,809.17","1,809.14","1,775.68","150,070.34","1,446,755.69",2.8098,60.4275
000001.SH,上证指数,2000/4/7,"1,816.79","1,822.62","1,819.90","1,807.54","160,812.60","1,568,396.82",3.011,60.811
000001.SH,上证指数,2000/4/10,"1,826.61","1,831.85","1,826.06","1,815.99","168,091.58","1,619,176.66",3.1473,61.0286
000001.SH,上证指数,2000/4/11,"1,826.40","1,828.06","1,821.17","1,812.01","142,457.79","1,433,083.45",2.6663,60.8404
000001.SH,上证指数,2000/4/12,"1,822.40","1,823.83","1,807.33","1,785.33","136,430.33","1,267,377.24",2.5535,60.4432
000001.SH,上证指数,2000/4/13,"1,807.84","1,832.08","1,831.55","1,807.71","165,490.57","1,495,716.31",3.0974,61.311
000001.SH,上证指数,2000/4/14,"1,835.86","1,840.19","1,833.67","1,820.67","179,054.66","1,678,906.69",3.3513,61.444
000001.SH,上证指数,2000/4/17,"1,829.62","1,829.93","1,795.06","1,778.88","198,401.42","1,800,678.99",3.7105,60.1764
000001.SH,上证指数,2000/4/18,"1,794.34","1,813.57","1,813.50","1,779.29","132,047.41","1,256,387.06",2.4695,60.7794
000001.SH,上证指数,2000/4/19,"1,819.08","1,831.57","1,828.71","1,817.21","127,661.59","1,331,700.18",2.3875,61.2656
000001.SH,上证指数,2000/4/20,"1,831.66","1,847.51","1,847.03","1,831.49","165,377.60","1,646,280.05",3.0887,61.9187
000001.SH,上证指数,2000/4/21,"1,851.31","1,858.27","1,841.06","1,834.85","162,446.34","1,709,194.00",3.0326,61.7128
000001.SH,上证指数,2000/4/24,"1,844.70","1,848.97","1,837.40","1,827.17","161,637.76","1,562,804.02",3.0167,61.594
000001.SH,上证指数,2000/4/25,"1,838.05","1,841.86","1,833.47","1,815.63","107,714.00","1,111,236.67",2.0094,61.4751
000001.SH,上证指数,2000/4/26,"1,835.67","1,842.89","1,832.78","1,826.39","101,638.38","1,059,652.44",1.8952,61.4256
000001.SH,上证指数,2000/4/27,"1,835.60","1,840.57","1,806.83","1,803.58","123,329.39","1,222,665.20",2.2934,60.3699
000001.SH,上证指数,2000/4/28,"1,805.50","1,836.33","1,836.32","1,797.71","109,713.11","1,136,810.31",2.0386,61.316
000001.SH,上证指数,2000/5/8,"1,848.17","1,852.90","1,836.64","1,828.10","89,591.24","937,044.66",1.6564,61.3247
000001.SH,上证指数,2000/5/9,"1,839.00","1,839.29","1,806.64","1,799.82","91,303.20","944,288.78",1.6838,60.3393
000001.SH,上证指数,2000/5/10,"1,801.43","1,801.64","1,752.69","1,750.01","94,526.70","844,719.29",1.743,58.5015
000001.SH,上证指数,2000/5/11,"1,750.86","1,762.13","1,724.05","1,718.89","84,371.69","814,130.59",1.5515,57.4463
000001.SH,上证指数,2000/5/12,"1,725.87","1,740.95","1,720.61","1,715.06","74,041.82","714,607.31",1.3674,56.2833
000001.SH,上证指数,2000/5/15,"1,722.64","1,726.72","1,704.59","1,695.53","70,946.56","664,286.91",1.3083,55.7574
000001.SH,上证指数,2000/5/16,"1,706.73","1,725.90","1,724.54","1,706.73","53,354.51","531,143.87",0.9834,56.4121
000001.SH,上证指数,2000/5/17,"1,727.43","1,736.27","1,725.40","1,722.71","52,576.80","538,189.76",0.9669,56.426
000001.SH,上证指数,2000/5/18,"1,725.60","1,758.54","1,758.54","1,719.84","83,541.39","788,788.59",1.5347,57.4344
000001.SH,上证指数,2000/5/19,"1,761.79","1,777.98","1,777.83","1,754.88","95,539.86","1,018,638.26",1.7537,58.0497
000001.SH,上证指数,2000/5/22,"1,785.89","1,830.93","1,824.74","1,783.30","147,143.92","1,529,380.66",2.7006,59.5634
000001.SH,上证指数,2000/5/23,"1,834.44","1,836.99","1,832.08","1,811.58","124,695.71","1,257,275.87",2.2846,59.8525
000001.SH,上证指数,2000/5/24,"1,835.56","1,861.48","1,855.49","1,831.84","158,684.39","1,627,950.86",2.9073,60.5708
000001.SH,上证指数,2000/5/25,"1,866.56","1,880.72","1,880.70","1,860.78","168,094.19","1,834,995.07",3.073,61.4129
000001.SH,上证指数,2000/5/26,"1,885.75","1,890.69","1,879.62","1,860.92","206,892.56","1,831,557.58",3.7763,61.4103
000001.SH,上证指数,2000/5/29,"1,885.55","1,900.67","1,898.75","1,882.74","180,442.62","1,886,083.29",3.2868,62.0175
000001.SH,上证指数,2000/5/30,"1,903.53","1,908.31","1,877.47","1,868.61","165,189.90","1,686,080.01",3.0063,61.3135
000001.SH,上证指数,2000/5/31,"1,875.46","1,894.58","1,894.55","1,869.34","157,692.35","1,624,770.84",2.8671,61.8658
000001.SH,上证指数,2000/6/1,"1,900.53","1,906.82","1,903.49","1,890.00","146,545.83","1,542,700.55",2.6652,62.0752
000001.SH,上证指数,2000/6/2,"1,906.16","1,916.25","1,916.25","1,897.71","178,403.52","1,748,091.03",3.2412,62.5114
000001.SH,上证指数,2000/6/5,"1,921.97","1,930.34","1,899.09","1,889.82","292,175.36","2,149,409.08",5.3016,61.9111
000001.SH,上证指数,2000/6/6,"1,898.59","1,925.55","1,925.54","1,891.67","171,900.51","1,621,741.04",3.1149,62.7376
000001.SH,上证指数,2000/6/7,"1,934.38","1,940.22","1,935.03","1,921.38","155,794.17","1,584,360.20",2.8173,63.0486
000001.SH,上证指数,2000/6/8,"1,937.20","1,938.55","1,925.21","1,913.37","163,298.04","1,522,667.66",2.9472,62.7622
000001.SH,上证指数,2000/6/9,"1,926.15","1,929.95","1,900.79","1,896.06","149,333.70","1,435,395.97",2.6875,61.9936
000001.SH,上证指数,2000/6/12,"1,896.43","1,912.59","1,912.56","1,884.62","120,400.94","1,248,774.75",2.1652,62.3701
000001.SH,上证指数,2000/6/13,"1,918.19","1,938.67","1,938.67","1,917.19","144,276.53","1,387,223.84",2.5944,63.2392
000001.SH,上证指数,2000/6/14,"1,944.44","1,949.17","1,932.29","1,929.71","161,563.17","1,592,345.60",2.9035,63.0642
000001.SH,上证指数,2000/6/15,"1,933.06","1,942.33","1,942.29","1,925.91","141,167.60","1,402,690.99",2.5337,63.3736
000001.SH,上证指数,2000/6/16,"1,945.70","1,947.46","1,926.94","1,919.40","147,075.52","1,458,898.82",2.6366,62.853
000001.SH,上证指数,2000/6/19,"1,924.69","1,926.98","1,915.21","1,910.47","118,811.26","1,203,824.21",2.1284,62.4431
000001.SH,上证指数,2000/6/20,"1,913.07","1,913.07","1,895.35","1,888.08","101,360.96","975,254.20",1.8097,61.812
000001.SH,上证指数,2000/6/21,"1,894.78","1,913.15","1,913.13","1,894.63","83,489.11","875,441.19",1.4902,62.3865
000001.SH,上证指数,2000/6/22,"1,918.16","1,921.15","1,913.90","1,906.30","90,595.92","954,564.86",1.614,62.443
000001.SH,上证指数,2000/6/23,"1,915.31","1,939.63","1,939.63","1,913.65","119,989.18","1,274,764.44",2.1342,63.2728
000001.SH,上证指数,2000/6/26,"1,946.70","1,953.34","1,948.64","1,943.25","140,680.44","1,413,645.22",2.4987,63.5439
000001.SH,上证指数,2000/6/27,"1,949.78","1,952.46","1,942.90","1,938.14","119,800.47","1,162,869.07",2.1278,63.3815
000001.SH,上证指数,2000/6/28,"1,943.98","1,953.06","1,947.48","1,940.05","112,395.41","1,211,209.18",1.9946,63.5294
000001.SH,上证指数,2000/6/29,"1,949.85","1,951.13","1,937.26","1,924.47","119,198.42","1,226,463.78",2.1139,63.238
000001.SH,上证指数,2000/6/30,"1,937.84","1,941.40","1,928.11","1,924.97","124,675.78","1,262,440.38",2.2075,58.5951
000001.SH,上证指数,2000/7/3,"1,917.44","1,917.45","1,895.64","1,890.53","157,847.36","1,198,382.44",2.7804,57.5993
000001.SH,上证指数,2000/7/4,"1,891.21","1,907.94","1,907.93","1,888.25","144,078.20","858,133.09",2.5367,57.9794
000001.SH,上证指数,2000/7/5,"1,910.42","1,918.91","1,909.19","1,904.47","130,294.34","807,374.34",2.2923,58.0192
000001.SH,上证指数,2000/7/6,"1,909.24","1,910.05","1,902.55","1,896.66","99,311.41","882,496.02",1.7459,57.9211
000001.SH,上证指数,2000/7/7,"1,904.09","1,932.83","1,932.79","1,904.09","116,829.04","1,074,216.55",2.0518,58.8728
000001.SH,上证指数,2000/7/10,"1,938.84","1,948.06","1,948.02","1,932.96","145,246.25","1,407,203.16",2.5509,59.3633
000001.SH,上证指数,2000/7/11,"1,952.26","1,960.60","1,960.54","1,947.67","144,383.92","1,439,181.38",2.5358,59.7462
000001.SH,上证指数,2000/7/12,"1,965.23","1,974.41","1,973.37","1,960.35","139,195.25","1,490,631.63",2.4368,60.2101
000001.SH,上证指数,2000/7/13,"1,978.55","1,984.07","1,979.20","1,963.55","181,621.13","1,935,009.89",3.1773,60.344
000001.SH,上证指数,2000/7/14,"1,981.78","1,987.22","1,987.19","1,972.62","162,158.60","1,633,468.74",2.8344,60.6287
000001.SH,上证指数,2000/7/17,"1,992.89","1,997.94","1,982.48","1,980.22","135,087.87","1,566,143.72",2.3612,60.5224
000001.SH,上证指数,2000/7/18,"1,982.50","1,993.99","1,993.99","1,981.74","87,800.23","1,108,057.87",1.5339,60.8896
000001.SH,上证指数,2000/7/19,"2,000.33","2,004.46","1,998.43","1,987.42","97,083.73","1,268,511.40",1.691,60.7962
000001.SH,上证指数,2000/7/20,"1,999.09","2,003.80","1,991.56","1,979.88","92,828.77","1,299,739.95",1.614,60.6935
000001.SH,上证指数,2000/7/21,"1,994.42","1,998.35","1,996.34","1,991.84","85,931.39","1,080,919.25",1.4929,60.8461
000001.SH,上证指数,2000/7/24,"1,998.25","1,999.90","1,989.24","1,982.88","92,751.78","1,139,017.89",1.61,60.6441
000001.SH,上证指数,2000/7/25,"1,990.15","1,997.85","1,996.58","1,989.09","87,517.01","1,105,016.80",1.5142,60.9661
000001.SH,上证指数,2000/7/26,"1,999.44","2,012.40","2,012.32","1,999.40","95,120.68","1,167,982.37",1.6453,61.4607
000001.SH,上证指数,2000/7/27,"2,017.46","2,025.00","2,012.35","2,004.55","119,832.73","1,466,328.12",2.0713,61.4775
000001.SH,上证指数,2000/7/28,"2,014.11","2,016.94","2,012.79","2,006.17","109,438.15","1,332,739.40",1.8853,61.3895
000001.SH,上证指数,2000/7/31,"2,016.14","2,023.57","2,023.54","2,008.64","123,072.92","1,532,802.95",2.1149,61.7478
000001.SH,上证指数,2000/8/1,"2,027.01","2,031.93","2,028.15","2,023.45","90,206.55","1,127,384.68",1.5501,61.8719
000001.SH,上证指数,2000/8/2,"2,030.79","2,033.19","2,030.68","2,018.48","89,742.86","1,109,604.63",1.5422,61.9441
000001.SH,上证指数,2000/8/3,"2,032.94","2,038.65","2,036.30","2,030.10","109,729.90","1,315,962.91",1.8848,62.1288
000001.SH,上证指数,2000/8/4,"2,037.47","2,041.28","2,026.36","2,013.45","117,391.86","1,451,794.97",2.0163,61.7842
000001.SH,上证指数,2000/8/7,"2,025.18","2,039.42","2,039.42","2,017.90","107,127.14","1,319,410.02",1.8311,62.1872
000001.SH,上证指数,2000/8/8,"2,042.75","2,050.07","2,049.92","2,040.78","108,646.12","1,348,969.67",1.854,62.4951
000001.SH,上证指数,2000/8/9,"2,051.65","2,061.28","2,061.18","2,048.49","122,696.71","1,577,477.76",2.0935,62.8375
000001.SH,上证指数,2000/8/10,"2,065.31","2,067.75","2,065.94","2,053.86","132,255.93","1,796,657.68",2.2539,62.9756
000001.SH,上证指数,2000/8/11,"2,067.78","2,070.30","2,062.67","2,055.20","113,617.60","1,540,652.79",1.9337,62.8839
000001.SH,上证指数,2000/8/14,"2,065.94","2,076.33","2,076.30","2,065.94","108,066.85","1,378,572.59",1.8397,63.26
000001.SH,上证指数,2000/8/15,"2,079.07","2,082.74","2,076.82","2,066.16","103,404.48","1,277,611.40",1.7604,63.2603
000001.SH,上证指数,2000/8/16,"2,078.49","2,083.47","2,083.47","2,072.98","106,459.82","1,345,829.28",1.8107,63.4743
000001.SH,上证指数,2000/8/17,"2,086.81","2,092.33","2,091.59","2,086.56","111,140.48","1,377,607.88",1.8889,63.7398
000001.SH,上证指数,2000/8/18,"2,093.63","2,097.32","2,090.18","2,086.75","103,409.55","1,291,459.45",1.7541,63.6957
000001.SH,上证指数,2000/8/21,"2,095.38","2,108.88","2,108.69","2,093.42","135,155.61","1,648,578.00",2.2914,64.2728
000001.SH,上证指数,2000/8/22,"2,112.02","2,114.52","2,074.70","2,074.52","131,676.22","1,571,882.58",2.2312,63.2434
000001.SH,上证指数,2000/8/23,"2,064.05","2,080.14","2,057.92","1,980.35","188,986.48","2,300,710.55",3.2002,62.7493
000001.SH,上证指数,2000/8/24,"2,058.53","2,073.95","2,071.16","2,043.21","137,460.84","1,706,232.54",2.3273,63.1476
000001.SH,上证指数,2000/8/25,"2,073.72","2,086.72","2,086.70","2,066.33","102,353.42","1,346,388.25",1.7315,63.6279
000001.SH,上证指数,2000/8/28,"2,092.12","2,100.70","2,100.59","2,085.60","112,162.19","1,450,082.83",1.8942,64.0835
000001.SH,上证指数,2000/8/29,"2,103.03","2,105.63","2,105.48","2,094.61","100,386.12","1,333,855.00",1.6932,64.2383
000001.SH,上证指数,2000/8/30,"2,107.02","2,108.10","2,076.14","2,075.16","100,427.02","1,379,693.52",1.6937,63.3307
000001.SH,上证指数,2000/8/31,"2,062.84","2,064.76","2,021.20","2,019.45","112,243.08","1,399,824.69",1.892,61.6653
000001.SH,上证指数,2000/9/1,"2,009.15","2,026.35","1,999.86","1,997.72","93,153.90","1,190,929.91",1.5685,61.0185
000001.SH,上证指数,2000/9/4,"1,994.89","2,010.60","2,010.60","1,981.23","76,388.20","957,313.09",1.2789,61.3461
000001.SH,上证指数,2000/9/5,"2,015.06","2,020.85","1,963.79","1,959.59","71,795.83","891,575.77",1.201,59.9239
000001.SH,上证指数,2000/9/6,"1,955.50","1,964.27","1,925.91","1,923.60","72,058.27","886,610.68",1.2009,58.7462
