代码,简称,时间,开盘价(元),最高价(元),收盘价(元),最低价(元),成交量(万股),成交金额(万元),换手率(%),PE市盈率(TTM)
000001.SH,上证指数,2011/5/23,"2,853.29","2,853.29","2,774.57","2,771.12","986,220.45","11,143,840.71",0.578,14.6395
000001.SH,上证指数,2011/5/24,"2,766.06","2,771.75","2,767.06","2,744.78","748,528.98","8,884,217.64",0.4386,14.6002
000001.SH,上证指数,2011/5/25,"2,764.56","2,771.18","2,741.74","2,737.33","744,065.34","8,623,638.58",0.4359,14.4643
000001.SH,上证指数,2011/5/26,"2,755.39","2,764.89","2,736.53","2,734.54","787,413.15","9,259,492.63",0.4612,14.4527
000001.SH,上证指数,2011/5/27,"2,739.39","2,746.84","2,709.95","2,708.55","825,210.52","9,190,155.60",0.4831,14.3309
000001.SH,上证指数,2011/5/30,"2,704.49","2,728.06","2,706.36","2,689.21","651,743.88","7,111,680.97",0.3815,14.3362
000001.SH,上证指数,2011/5/31,"2,707.56","2,744.93","2,743.47","2,702.10","679,003.83","7,779,711.08",0.3974,14.5199
000001.SH,上证指数,2011/6/1,"2,737.06","2,744.56","2,743.57","2,726.50","685,555.01","7,762,494.39",0.4012,14.5175
000001.SH,上证指数,2011/6/2,"2,715.32","2,728.00","2,705.18","2,676.54","860,211.58","9,427,892.50",0.5033,14.2994
000001.SH,上证指数,2011/6/3,"2,701.77","2,732.43","2,728.02","2,701.25","679,839.45","7,827,369.88",0.3978,14.4167
000001.SH,上证指数,2011/6/7,"2,720.97","2,745.77","2,744.30","2,717.31","650,212.93","7,914,437.61",0.3795,14.4961
000001.SH,上证指数,2011/6/8,"2,742.04","2,754.12","2,750.29","2,715.25","742,946.61","8,750,387.39",0.4331,14.5203
000001.SH,上证指数,2011/6/9,"2,743.54","2,747.33","2,703.35","2,702.70","834,692.68","9,512,811.24",0.4865,14.2913
000001.SH,上证指数,2011/6/10,"2,696.13","2,707.74","2,705.14","2,672.32","734,002.94","8,317,062.10",0.4276,14.2892
000001.SH,上证指数,2011/6/13,"2,687.65","2,703.42","2,700.38","2,669.40","630,694.59","7,316,850.55",0.3674,14.2691
000001.SH,上证指数,2011/6/14,"2,696.22","2,735.55","2,730.04","2,691.67","830,975.14","9,520,269.29",0.4836,14.4091
000001.SH,上证指数,2011/6/15,"2,717.68","2,730.48","2,705.43","2,705.07","748,569.45","8,543,328.27",0.4356,14.2803
000001.SH,上证指数,2011/6/16,"2,685.63","2,691.94","2,664.28","2,663.12","709,278.70","7,658,446.55",0.4127,14.0812
000001.SH,上证指数,2011/6/17,"2,661.41","2,675.03","2,642.82","2,641.39","644,426.33","7,438,954.94",0.3745,13.9877
000001.SH,上证指数,2011/6/20,"2,635.83","2,637.88","2,621.25","2,610.99","600,598.64","6,521,074.51",0.3483,13.8803
000001.SH,上证指数,2011/6/21,"2,628.02","2,648.02","2,646.48","2,618.81","648,218.71","7,328,799.52",0.3758,14.0067
000001.SH,上证指数,2011/6/22,"2,648.53","2,657.73","2,649.32","2,633.47","583,138.02","6,461,459.63",0.338,14.0341
000001.SH,上证指数,2011/6/23,"2,640.66","2,693.42","2,688.25","2,630.34","737,726.88","8,245,484.94",0.4276,14.247
000001.SH,上证指数,2011/6/24,"2,678.05","2,759.71","2,746.21","2,674.30","1,257,736.28","14,264,618.92",0.7287,14.5218
000001.SH,上证指数,2011/6/27,"2,746.79","2,769.04","2,758.23","2,743.50","1,016,010.18","11,616,910.68",0.5877,14.5806
000001.SH,上证指数,2011/6/28,"2,759.71","2,763.28","2,759.20","2,736.40","882,774.50","10,404,574.21",0.5106,14.5811
000001.SH,上证指数,2011/6/29,"2,757.40","2,759.23","2,728.48","2,727.25","882,241.97","9,900,111.78",0.5098,14.4211
000001.SH,上证指数,2011/6/30,"2,729.99","2,774.37","2,762.08","2,729.99","909,671.24","10,303,746.89",0.5245,13.9055
000001.SH,上证指数,2011/7/1,"2,767.83","2,778.67","2,759.36","2,752.97","920,728.78","10,545,323.15",0.5308,13.8853
000001.SH,上证指数,2011/7/4,"2,770.94","2,813.27","2,812.82","2,770.94","1,219,622.60","14,381,865.06",0.7022,14.1407
000001.SH,上证指数,2011/7/5,"2,812.72","2,818.14","2,816.36","2,799.11","1,101,242.24","12,865,452.62",0.6319,14.148
000001.SH,上证指数,2011/7/6,"2,811.82","2,811.82","2,810.48","2,780.73","1,031,043.93","12,208,888.47",0.5916,14.1086
000001.SH,上证指数,2011/7/7,"2,813.19","2,825.12","2,794.27","2,793.89","1,165,121.43","14,006,511.97",0.6685,14.0218
000001.SH,上证指数,2011/7/8,"2,797.03","2,807.38","2,797.77","2,784.13","862,116.09","10,276,505.60",0.4946,14.0412
000001.SH,上证指数,2011/7/11,"2,789.45","2,807.32","2,802.69","2,780.67","860,635.95","10,144,207.61",0.4936,14.0713
000001.SH,上证指数,2011/7/12,"2,783.72","2,783.72","2,754.58","2,752.19","966,744.75","11,153,523.31",0.5541,13.8371
000001.SH,上证指数,2011/7/13,"2,756.03","2,797.27","2,795.48","2,756.03","919,291.28","10,769,595.21",0.5251,14.0414
000001.SH,上证指数,2011/7/14,"2,798.21","2,811.70","2,810.44","2,788.98","1,045,020.80","12,564,883.04",0.5967,14.1195
000001.SH,上证指数,2011/7/15,"2,803.59","2,821.34","2,820.17","2,794.16","1,074,700.64","12,772,032.10",0.6116,14.1662
000001.SH,上证指数,2011/7/18,"2,821.36","2,826.96","2,816.69","2,807.11","1,081,086.23","12,958,132.12",0.6149,14.1468
000001.SH,上证指数,2011/7/19,"2,804.92","2,809.32","2,796.98","2,790.69","927,408.84","11,012,038.35",0.5271,14.0514
000001.SH,上证指数,2011/7/20,"2,810.44","2,817.29","2,794.21","2,779.38","840,306.16","9,967,773.91",0.4768,14.0404
000001.SH,上证指数,2011/7/21,"2,795.90","2,799.85","2,765.89","2,763.42","817,605.82","9,576,951.18",0.4638,13.904
000001.SH,上证指数,2011/7/22,"2,769.86","2,782.17","2,770.79","2,763.80","702,118.37","8,249,834.97",0.3983,13.918
000001.SH,上证指数,2011/7/25,"2,759.63","2,759.63","2,688.75","2,680.75","1,112,422.49","12,085,643.78",0.6311,13.5261
000001.SH,上证指数,2011/7/26,"2,685.75","2,704.94","2,703.03","2,677.12","728,814.54","7,948,293.47",0.4134,13.5969
000001.SH,上证指数,2011/7/27,"2,690.14","2,726.80","2,723.49","2,680.43","804,077.81","9,208,236.82",0.4561,13.6841
000001.SH,上证指数,2011/7/28,"2,701.77","2,712.09","2,708.78","2,684.66","784,749.15","9,045,181.56",0.4451,13.6038
000001.SH,上证指数,2011/7/29,"2,706.50","2,721.53","2,701.73","2,681.27","754,716.55","8,378,476.09",0.4281,13.5857
000001.SH,上证指数,2011/8/1,"2,697.58","2,712.89","2,703.78","2,688.53","590,007.11","6,607,399.54",0.3346,13.5933
000001.SH,上证指数,2011/8/2,"2,689.97","2,689.97","2,679.26","2,651.28","699,931.81","7,799,411.61",0.3968,13.4682
000001.SH,上证指数,2011/8/3,"2,659.12","2,688.07","2,678.49","2,654.36","639,816.10","7,338,100.76",0.3627,13.4643
000001.SH,上证指数,2011/8/4,"2,683.19","2,698.82","2,684.04","2,675.53","588,721.11","6,933,864.20",0.3337,13.4867
000001.SH,上证指数,2011/8/5,"2,620.28","2,644.58","2,626.42","2,605.14","785,718.33","8,777,776.00",0.4451,13.196
000001.SH,上证指数,2011/8/8,"2,599.29","2,614.19","2,526.82","2,497.92","1,103,024.96","11,755,054.41",0.6248,12.7185
000001.SH,上证指数,2011/8/9,"2,468.03","2,537.41","2,526.07","2,437.68","1,037,238.92","10,774,507.45",0.5874,12.7237
000001.SH,上证指数,2011/8/10,"2,562.39","2,579.16","2,549.18","2,544.95","1,003,693.43","10,403,832.30",0.5683,12.832
000001.SH,上证指数,2011/8/11,"2,508.86","2,582.16","2,581.51","2,505.01","955,972.65","10,008,914.15",0.5413,12.9881
000001.SH,上证指数,2011/8/12,"2,593.40","2,605.45","2,593.17","2,585.85","971,712.06","10,003,476.83",0.5502,13.0377
000001.SH,上证指数,2011/8/15,"2,598.14","2,627.10","2,626.77","2,584.41","886,768.42","9,099,735.06",0.502,13.2074
000001.SH,上证指数,2011/8/16,"2,627.85","2,636.36","2,608.17","2,601.50","852,268.61","9,024,792.09",0.4825,13.1143
000001.SH,上证指数,2011/8/17,"2,603.96","2,617.17","2,601.26","2,596.04","701,091.46","7,220,059.65",0.3969,13.0864
000001.SH,上证指数,2011/8/18,"2,601.99","2,603.49","2,559.47","2,556.86","709,892.77","7,608,795.02",0.3977,12.8971
000001.SH,上证指数,2011/8/19,"2,519.65","2,538.27","2,534.36","2,513.75","706,068.01","7,377,190.17",0.3954,12.7638
000001.SH,上证指数,2011/8/22,"2,534.57","2,553.42","2,515.86","2,507.78","612,144.29","6,552,454.30",0.3428,12.6751
000001.SH,上证指数,2011/8/23,"2,524.88","2,554.18","2,554.02","2,514.95","609,441.93","6,321,070.02",0.3417,12.8617
000001.SH,上证指数,2011/8/24,"2,562.41","2,569.28","2,541.09","2,536.26","654,624.69","7,069,068.94",0.3668,12.8107
000001.SH,上证指数,2011/8/25,"2,546.40","2,616.30","2,615.26","2,545.05","1,045,379.78","10,457,029.76",0.5857,13.1881
000001.SH,上证指数,2011/8/26,"2,602.21","2,616.64","2,612.19","2,593.24","778,504.50","8,150,334.13",0.4361,13.1661
000001.SH,上证指数,2011/8/29,"2,595.47","2,595.47","2,576.41","2,570.84","736,960.95","7,840,674.79",0.4127,12.9823
000001.SH,上证指数,2011/8/30,"2,592.60","2,615.14","2,566.60","2,563.69","759,106.86","7,954,181.52",0.4248,12.9533
000001.SH,上证指数,2011/8/31,"2,566.53","2,574.42","2,567.34","2,545.10","591,697.20","6,223,626.69",0.331,12.9792
000001.SH,上证指数,2011/9/1,"2,569.80","2,584.80","2,556.04","2,547.86","572,909.27","5,988,155.60",0.3204,12.9331
000001.SH,上证指数,2011/9/2,"2,551.56","2,557.31","2,528.28","2,517.62","544,365.81","5,596,902.22",0.3045,12.794
000001.SH,上证指数,2011/9/5,"2,510.10","2,510.10","2,478.74","2,478.20","550,310.66","5,640,227.43",0.3078,12.5527
000001.SH,上证指数,2011/9/6,"2,465.57","2,482.24","2,470.52","2,459.54","492,231.73","5,014,033.17",0.2753,12.5177
000001.SH,上证指数,2011/9/7,"2,480.94","2,516.75","2,516.09","2,475.22","596,658.60","6,195,146.92",0.3337,12.7387
000001.SH,上证指数,2011/9/8,"2,523.96","2,524.38","2,498.94","2,498.11","552,719.52","6,004,684.23",0.3091,12.6606
000001.SH,上证指数,2011/9/9,"2,506.97","2,528.42","2,497.75","2,487.15","512,533.80","5,353,515.93",0.2866,12.6648
000001.SH,上证指数,2011/9/13,"2,467.73","2,477.08","2,471.31","2,453.80","499,309.19","5,185,170.14",0.2792,12.5355
000001.SH,上证指数,2011/9/14,"2,478.59","2,485.93","2,484.83","2,439.37","540,659.77","5,476,165.25",0.3023,12.5963
000001.SH,上证指数,2011/9/15,"2,482.86","2,496.57","2,479.06","2,477.65","560,036.88","5,586,090.46",0.3131,12.5581
000001.SH,上证指数,2011/9/16,"2,490.18","2,499.48","2,482.34","2,475.76","479,868.54","4,958,486.88",0.2683,12.5794
000001.SH,上证指数,2011/9/19,"2,469.60","2,469.60","2,437.80","2,437.17","487,468.22","4,859,966.72",0.2725,12.3641
000001.SH,上证指数,2011/9/20,"2,433.72","2,460.03","2,447.76","2,426.70","462,658.92","4,795,637.24",0.2586,12.4118
000001.SH,上证指数,2011/9/21,"2,450.12","2,517.67","2,512.96","2,438.85","866,892.76","8,818,803.49",0.4846,12.728
000001.SH,上证指数,2011/9/22,"2,491.21","2,499.98","2,443.06","2,442.46","746,954.09","7,489,129.06",0.4175,12.3807
000001.SH,上证指数,2011/9/23,"2,411.83","2,440.75","2,433.16","2,400.14","673,026.93","6,794,719.78",0.3761,12.3375
000001.SH,上证指数,2011/9/26,"2,416.23","2,441.73","2,393.18","2,384.64","574,250.42","5,891,592.76",0.3208,12.1266
000001.SH,上证指数,2011/9/27,"2,410.99","2,423.91","2,415.05","2,395.16","552,314.32","5,531,510.21",0.3085,12.2419
000001.SH,上证指数,2011/9/28,"2,427.29","2,430.27","2,392.06","2,383.40","557,584.47","5,572,088.11",0.3115,12.131
000001.SH,上证指数,2011/9/29,"2,378.42","2,387.54","2,365.34","2,358.57","591,912.39","5,702,144.75",0.3306,12.0167
000001.SH,上证指数,2011/9/30,"2,368.40","2,377.54","2,359.22","2,348.22","488,183.72","4,610,460.85",0.2727,11.6436
000001.SH,上证指数,2011/10/10,"2,363.08","2,368.15","2,344.79","2,338.69","417,453.06","3,992,641.32",0.2331,11.6002
000001.SH,上证指数,2011/10/11,"2,401.74","2,412.38","2,348.52","2,323.41","639,758.06","6,277,351.60",0.3573,11.6473
000001.SH,上证指数,2011/10/12,"2,335.49","2,421.69","2,420.00","2,318.63","915,085.68","8,443,839.03",0.5109,11.993
000001.SH,上证指数,2011/10/13,"2,412.83","2,439.64","2,438.79","2,406.28","878,601.06","8,219,231.18",0.4899,12.0819
000001.SH,上证指数,2011/10/14,"2,429.89","2,437.59","2,431.38","2,409.29","606,731.60","5,827,606.35",0.3383,12.0533
000001.SH,上证指数,2011/10/17,"2,434.49","2,452.99","2,440.40","2,424.73","582,676.82","5,770,451.87",0.3249,12.0983
000001.SH,上证指数,2011/10/18,"2,423.28","2,425.65","2,383.49","2,378.67","795,257.44","6,933,890.92",0.4434,11.8397
000001.SH,上证指数,2011/10/19,"2,387.83","2,401.69","2,377.51","2,374.42","585,346.37","5,317,351.47",0.3262,11.8085
000001.SH,上证指数,2011/10/20,"2,365.91","2,368.64","2,331.37","2,315.90","654,252.15","5,786,776.37",0.3644,11.5884
000001.SH,上证指数,2011/10/21,"2,330.51","2,340.32","2,317.28","2,313.78","484,367.25","4,372,537.66",0.2698,11.5317
000001.SH,上证指数,2011/10/24,"2,322.02","2,371.09","2,370.33","2,307.15","708,740.71","6,297,155.39",0.3948,11.792
000001.SH,上证指数,2011/10/25,"2,366.40","2,414.05","2,409.67","2,357.39","908,888.76","8,363,500.65",0.5063,11.9857
000001.SH,上证指数,2011/10/26,"2,398.19","2,448.98","2,427.48","2,394.73","1,074,471.68","9,857,802.11",0.5985,12.0668
000001.SH,上证指数,2011/10/27,"2,432.47","2,449.70","2,435.61","2,426.32","824,089.61","7,509,856.00",0.459,12.1187
000001.SH,上证指数,2011/10/28,"2,462.09","2,483.76","2,473.41","2,456.18","1,100,327.21","10,418,668.83",0.6128,12.2922
000001.SH,上证指数,2011/10/31,"2,470.25","2,478.31","2,468.25","2,455.21","841,725.62","8,178,344.72",0.4685,12.2688
000001.SH,上证指数,2011/11/1,"2,450.33","2,491.36","2,470.02","2,445.53","888,924.17","8,505,277.91",0.494,12.2869
000001.SH,上证指数,2011/11/2,"2,437.87","2,505.12","2,504.11","2,433.72","1,054,682.00","10,208,276.63",0.5855,12.4519
000001.SH,上证指数,2011/11/3,"2,510.84","2,535.24","2,508.09","2,507.30","1,365,763.25","13,630,560.97",0.7581,12.4674
000001.SH,上证指数,2011/11/4,"2,525.24","2,536.78","2,528.29","2,512.90","1,018,736.75","9,998,118.33",0.5655,12.5646
000001.SH,上证指数,2011/11/7,"2,518.90","2,536.18","2,509.80","2,507.62","788,671.74","7,889,350.68",0.4378,12.4726
000001.SH,上证指数,2011/11/8,"2,514.26","2,524.82","2,503.84","2,500.02","786,726.56","7,691,403.87",0.4367,12.4547
000001.SH,上证指数,2011/11/9,"2,512.59","2,527.70","2,524.92","2,489.03","782,085.72","7,814,160.32",0.4341,12.5519
000001.SH,上证指数,2011/11/10,"2,498.59","2,507.45","2,479.54","2,478.14","871,110.88","8,546,385.83",0.4833,12.3161
000001.SH,上证指数,2011/11/11,"2,483.96","2,496.53","2,481.08","2,472.76","661,376.68","6,500,513.35",0.3669,12.334
000001.SH,上证指数,2011/11/14,"2,498.67","2,529.63","2,528.71","2,496.34","812,298.12","8,252,378.02",0.4506,12.5697
000001.SH,上证指数,2011/11/15,"2,525.95","2,534.06","2,529.76","2,518.70","792,277.50","8,049,734.55",0.4395,12.5684
000001.SH,上证指数,2011/11/16,"2,529.07","2,529.46","2,466.96","2,456.86","933,821.09","9,239,696.31",0.518,12.259
000001.SH,上证指数,2011/11/17,"2,467.70","2,482.53","2,463.05","2,459.17","664,142.85","6,590,270.20",0.3684,12.2445
000001.SH,上证指数,2011/11/18,"2,448.39","2,448.51","2,416.56","2,411.04","721,808.07","7,056,656.59",0.4004,12.0249
000001.SH,上证指数,2011/11/21,"2,416.73","2,419.24","2,415.13","2,396.09","501,703.66","4,951,110.79",0.2782,12.0151
000001.SH,上证指数,2011/11/22,"2,400.98","2,414.85","2,412.63","2,387.83","514,432.33","5,068,958.35",0.2852,11.9993
000001.SH,上证指数,2011/11/23,"2,415.20","2,418.56","2,395.07","2,390.65","505,478.50","5,004,335.98",0.2802,11.9221
000001.SH,上证指数,2011/11/24,"2,379.15","2,409.72","2,397.55","2,370.70","521,541.50","5,141,109.85",0.2891,11.9432
000001.SH,上证指数,2011/11/25,"2,393.33","2,403.94","2,380.22","2,372.62","453,625.52","4,624,620.69",0.2514,11.8557
000001.SH,上证指数,2011/11/28,"2,383.89","2,396.83","2,383.03","2,372.16","460,646.66","4,641,483.16",0.2553,11.8668
000001.SH,上证指数,2011/11/29,"2,398.99","2,413.33","2,412.39","2,388.20","551,231.90","5,706,888.50",0.3055,12.0061
000001.SH,上证指数,2011/11/30,"2,406.33","2,407.33","2,333.41","2,319.44","766,111.04","7,221,526.35",0.4246,11.641
000001.SH,上证指数,2011/12/1,"2,392.49","2,423.56","2,386.86","2,376.92","986,500.46","9,520,051.69",0.5467,11.9098
000001.SH,上证指数,2011/12/2,"2,374.90","2,378.30","2,360.66","2,344.85","598,688.45","5,732,015.66",0.3318,11.7882
000001.SH,上证指数,2011/12/5,"2,363.11","2,363.13","2,333.23","2,327.61","522,149.69","4,864,121.58",0.2882,11.6876
000001.SH,上证指数,2011/12/6,"2,326.66","2,331.89","2,325.91","2,310.16","459,170.77","4,262,559.48",0.2534,11.6432
000001.SH,上证指数,2011/12/7,"2,325.56","2,339.85","2,332.73","2,317.81","415,703.06","3,976,746.46",0.2294,11.6719
000001.SH,上证指数,2011/12/8,"2,329.91","2,346.65","2,329.82","2,302.64","514,735.20","4,921,949.29",0.2841,11.6575
000001.SH,上证指数,2011/12/9,"2,315.51","2,331.26","2,315.27","2,309.46","399,885.59","3,888,519.41",0.2206,11.5943
000001.SH,上证指数,2011/12/12,"2,312.15","2,315.81","2,291.55","2,290.26","396,325.78","3,651,606.25",0.2186,11.481
000001.SH,上证指数,2011/12/13,"2,283.22","2,285.81","2,248.59","2,245.87","586,274.78","5,159,332.65",0.3233,11.2856
000001.SH,上证指数,2011/12/14,"2,241.39","2,256.74","2,228.53","2,224.73","440,798.22","3,862,117.86",0.243,11.1916
000001.SH,上证指数,2011/12/15,"2,215.79","2,216.91","2,180.90","2,179.47","567,121.86","4,730,513.04",0.3126,10.9649
000001.SH,上证指数,2011/12/16,"2,179.51","2,225.54","2,224.84","2,170.75","572,659.03","5,056,896.73",0.3156,11.1716
000001.SH,上证指数,2011/12/19,"2,208.07","2,221.45","2,218.24","2,164.89","578,184.64","4,971,768.13",0.3187,11.1359
000001.SH,上证指数,2011/12/20,"2,209.70","2,239.86","2,215.93","2,206.52","527,611.13","4,656,436.94",0.2907,11.1185
000001.SH,上证指数,2011/12/21,"2,230.18","2,237.47","2,191.15","2,188.71","508,772.62","4,612,553.21",0.2803,11.0021
000001.SH,上证指数,2011/12/22,"2,178.57","2,201.59","2,186.30","2,149.42","589,861.17","4,802,341.91",0.3249,10.9852
000001.SH,上证指数,2011/12/23,"2,183.91","2,219.79","2,204.78","2,178.14","524,213.25","4,347,878.19",0.2886,11.0781
000001.SH,上证指数,2011/12/26,"2,193.66","2,213.45","2,190.11","2,186.07","436,136.63","3,640,333.09",0.2401,11.0078
000001.SH,上证指数,2011/12/27,"2,186.71","2,196.97","2,166.21","2,162.72","457,121.79","3,740,000.36",0.2516,10.8992
000001.SH,上证指数,2011/12/28,"2,157.65","2,170.67","2,170.01","2,134.02","496,334.35","4,000,734.52",0.2731,10.9227
000001.SH,上证指数,2011/12/29,"2,161.18","2,181.96","2,173.56","2,157.12","447,492.00","3,598,965.98",0.2461,10.9388
000001.SH,上证指数,2011/12/30,"2,177.52","2,200.99","2,199.42","2,177.52","519,438.38","4,269,883.56",0.2856,11.0787
000001.SH,上证指数,2012/1/4,"2,212.00","2,217.52","2,169.39","2,168.64","492,455.37","4,063,291.85",0.2716,11.085
000001.SH,上证指数,2012/1/5,"2,160.90","2,183.40","2,148.45","2,145.56","587,434.47","4,660,396.53",0.3239,11.0086
000001.SH,上证指数,2012/1/6,"2,148.15","2,164.32","2,163.40","2,132.63","505,830.54","3,946,586.81",0.2786,11.091
000001.SH,上证指数,2012/1/9,"2,164.74","2,226.22","2,225.89","2,148.45","767,598.39","6,213,296.35",0.4228,11.3991
000001.SH,上证指数,2012/1/10,"2,221.83","2,288.63","2,285.74","2,218.28","1,095,854.15","9,104,590.34",0.6036,11.6862
000001.SH,上证指数,2012/1/11,"2,282.91","2,290.64","2,276.05","2,265.19","844,417.81","7,426,470.78",0.4651,11.6361
000001.SH,上证指数,2012/1/12,"2,268.74","2,295.22","2,275.01","2,265.26","715,699.94","6,394,588.10",0.3942,11.6329
000001.SH,上证指数,2012/1/13,"2,277.08","2,281.53","2,244.58","2,225.74","714,743.22","6,403,002.57",0.3937,11.4959
000001.SH,上证指数,2012/1/16,"2,230.43","2,241.26","2,206.19","2,206.05","458,595.22","4,288,479.12",0.2518,11.32
000001.SH,上证指数,2012/1/17,"2,206.53","2,298.38","2,298.38","2,196.12","878,035.60","7,740,684.66",0.4822,11.7672
000001.SH,上证指数,2012/1/18,"2,298.83","2,311.58","2,266.38","2,257.90","899,404.22","8,065,523.70",0.4931,11.6098
000001.SH,上证指数,2012/1/19,"2,266.08","2,305.71","2,296.08","2,259.34","724,988.61","6,388,673.77",0.3975,11.7602
000001.SH,上证指数,2012/1/20,"2,300.50","2,322.89","2,319.12","2,293.89","699,227.53","6,290,641.57",0.3834,11.8751
000001.SH,上证指数,2012/1/30,"2,324.49","2,324.49","2,285.04","2,284.29","584,136.87","5,186,845.94",0.3202,11.6901
000001.SH,上证指数,2012/1/31,"2,285.95","2,296.38","2,292.61","2,277.06","487,383.25","4,377,751.99",0.2672,11.7303
